# time Tc_folded Tref_folded model 
59303.649182 -6.605724 0.880866    -0.053980
59303.680964 -6.573942 0.883035    -0.038452
59303.712745 -6.542160 0.885204    -0.022842
59303.744527 -6.510378 0.887373    -0.007152
59303.776309 -6.478596 0.889542     0.008616
59303.808091 -6.446814 0.891711     0.024460
59303.839873 -6.415032 0.893880     0.040377
59303.871655 -6.383250 0.896049     0.056364
59303.903437 -6.351468 0.898218     0.072420
59303.935219 -6.319686 0.900387     0.088541
59303.967001 -6.287904 0.902556     0.104725
59303.998783 -6.256122 0.904725     0.120969
59304.030565 -6.224340 0.906894     0.137270
59304.062347 -6.192558 0.909063     0.153626
59304.094129 -6.160776 0.911232     0.170033
59304.125911 -6.128994 0.913401     0.186488
59304.157693 -6.097212 0.915570     0.202989
59304.189475 -6.065430 0.917739     0.219531
59304.221257 -6.033648 0.919908     0.236112
59304.253039 -6.001866 0.922077     0.252729
59304.284821 -5.970084 0.924246     0.269378
59304.316603 -5.938302 0.926415     0.286055
59304.348385 -5.906520 0.928584     0.302757
59304.380167 -5.874738 0.930754     0.319480
59304.411949 -5.842956 0.932923     0.336221
59304.443731 -5.811174 0.935092     0.352975
59304.475513 -5.779392 0.937261     0.369740
59304.507295 -5.747610 0.939430     0.386510
59304.539077 -5.715828 0.941599     0.403282
59304.570859 -5.684046 0.943768     0.420052
59304.602641 -5.652264 0.945937     0.436815
59304.634423 -5.620482 0.948106     0.453568
59304.666205 -5.588700 0.950275     0.470305
59304.697987 -5.556918 0.952444     0.487023
59304.729769 -5.525136 0.954613     0.503718
59304.761551 -5.493354 0.956782     0.520383
59304.793333 -5.461572 0.958951     0.537016
59304.825115 -5.429790 0.961120     0.553610
59304.856897 -5.398008 0.963289     0.570162
59304.888679 -5.366226 0.965458     0.586667
59304.920461 -5.334444 0.967627     0.603119
59304.952243 -5.302662 0.969796     0.619513
59304.984025 -5.270880 0.971965     0.635846
59305.015807 -5.239098 0.974134     0.652110
59305.047589 -5.207316 0.976303     0.668302
59305.079371 -5.175534 0.978472     0.684416
59305.111153 -5.143752 0.980641     0.700447
59305.142935 -5.111970 0.982810     0.716390
59305.174717 -5.080188 0.984979     0.732238
59305.206499 -5.048406 0.987148     0.747987
59305.238281 -5.016624 0.989317     0.763631
59305.270063 -4.984842 0.991486     0.779165
59305.301845 -4.953060 0.993655     0.794583
59305.333627 -4.921278 0.995824     0.809879
59305.365409 -4.889496 0.997993     0.825049
59305.397191 -4.857714 0.000162     0.840085
59305.428973 -4.825932 0.002331     0.854983
59305.460755 -4.794150 0.004500     0.869736
59305.492537 -4.762368 0.006669     0.884339
59305.524319 -4.730586 0.008838     0.898787
59305.556101 -4.698804 0.011007     0.913073
59305.587883 -4.667022 0.013176     0.927192
59305.619665 -4.635240 0.015345     0.941138
59305.651447 -4.603458 0.017514     0.954905
59305.683229 -4.571676 0.019683     0.968487
59305.715011 -4.539894 0.021852     0.981879
59305.746793 -4.508112 0.024021     0.995075
59305.778575 -4.476330 0.026190     1.008069
59305.810357 -4.444548 0.028359     1.020855
59305.842139 -4.412766 0.030529     1.033428
59305.873921 -4.380984 0.032698     1.045783
59305.905703 -4.349202 0.034867     1.057913
59305.937485 -4.317420 0.037036     1.069813
59305.969267 -4.285638 0.039205     1.081477
59306.001049 -4.253856 0.041374     1.092901
59306.032831 -4.222075 0.043543     1.104079
59306.064613 -4.190293 0.045712     1.115005
59306.096395 -4.158511 0.047881     1.125674
59306.128177 -4.126729 0.050050     1.136081
59306.159959 -4.094947 0.052219     1.146222
59306.191741 -4.063165 0.054388     1.156090
59306.223523 -4.031383 0.056557     1.165682
59306.255305 -3.999601 0.058726     1.174993
59306.287087 -3.967819 0.060895     1.184017
59306.318869 -3.936037 0.063064     1.192750
59306.350651 -3.904255 0.065233     1.201189
59306.382432 -3.872473 0.067402     1.209327
59306.414214 -3.840691 0.069571     1.217163
59306.445996 -3.808909 0.071740     1.224690
59306.477778 -3.777127 0.073909     1.231906
59306.509560 -3.745345 0.076078     1.238807
59306.541342 -3.713563 0.078247     1.245389
59306.573124 -3.681781 0.080416     1.251648
59306.604906 -3.649999 0.082585     1.257582
59306.636688 -3.618217 0.084754     1.263186
59306.668470 -3.586435 0.086923     1.268459
59306.700252 -3.554653 0.089092     1.273398
59306.732034 -3.522871 0.091261     1.277999
59306.763816 -3.491089 0.093430     1.282261
59306.795598 -3.459307 0.095599     1.286180
59306.827380 -3.427525 0.097768     1.289756
